name,Super98,Super95,Diesel,PLZ,land,bundesland,bezirk,stadt,strasse,datum,zeit,coordinates_X,coordinates_Y
avanti - Eggendorf Pottendorferstraße 280,0,1.732,2.022,2492,at,Niederösterreich,Wiener Neustadt Land,Eggendorf,Pottendorferstrasse 280,3.11.2022,10:9:10,16.28269,47.84106
avanti - Gablitz Linzer Straße 1a,0,1.669,1.979,3003,at,Niederösterreich,Wien Umgebung,Gablitz,Linzer Strasse 1a,3.11.2022,10:9:6,16.16551,48.21888
avanti - Achenkirch 588,0,1.799,0,6215,at,Tirol,Schwaz,Achenkirch, 588,3.11.2022,10:9:49,11.68864,47.55139
JET TANKSTELLE,0,1.748,2.03,3580,at,Niederösterreich,Horn,HORN,AM KUHBERG 1,3.11.2022,10:8:59,15.634725,48.666222
SCHNELL UND GUENSTIG TANKSTELLE,0,1.779,1.999,6063,at,Tirol,Innsbruck Land,RUM,BUNDESSTRASSE 34,3.11.2022,10:9:43,11.444639,47.277562
JET TANKSTELLE,0,1.729,1.998,7000,at,Burgenland,Eisenstadt,EISENSTADT,MATTERSBURGERSTR. 48,3.11.2022,10:8:39,16.521694,47.829222
avanti - Wien Esslinger Hauptstraße 32,0,1.734,2.034,1220,at,Wien,Donaustadt,Wien,Esslinger Hauptstrasse 32,3.11.2022,10:10:2,16.51461,48.2145
OMV - Wolfurt Dornbirner Straße 22,0,1.769,0,6922,at,Vorarlberg,Bregenz,Wolfurt,Dornbirner Strasse 22,3.11.2022,10:9:50,9.75495,47.4541
JET TANKSTELLE,0,1.749,2.034,9800,at,Kärnten,Spittal,SPITTAL,VILLACHER STRASSE 54,3.11.2022,10:8:48,13.510506,46.791491
avanti - Wien Simmeringer Hauptstraße 489,0,1.693,1.993,1110,at,Wien,Simmering,Wien,Simmeringer Hauptstrasse 489,3.11.2022,10:9:55,16.46228,48.14844
JET TANKSTELLE,0,1.729,0,8160,at,Steiermark,Weiz,PREDING BEI WEIZ,BUNDESSTRASSE 7,3.11.2022,10:9:40,15.639891,47.204711
avanti - Purkersdorf Tullnerbachstraße 77-79,0,1.669,1.979,3002,at,Niederösterreich,Wien Umgebung,Purkersdorf,Tullnerbachstrasse 77-79,3.11.2022,10:9:6,16.14117,48.19421
avanti - Deutsch-Wagram Gänserndorfer Straße 40,0,1.734,0,2232,at,Niederösterreich,Gänserndorf,Deutsch-Wagram,Gaenserndorfer Strasse 40,3.11.2022,10:8:56,16.56957,48.30043
avanti - Sankt Pölten Wiener Straße 92,0,1.686,1.978,3100,at,Niederösterreich,St. Pölten,Sankt Poelten,Wiener Strasse 92,3.11.2022,10:8:52,15.64125,48.20673
avanti - Langenlois Wiener Straße 53,0,1.699,2.003,3550,at,Niederösterreich,Krems Land,Langenlois,Wiener Strasse 53,3.11.2022,10:9:1,15.69817,48.47614
avanti - Korneuburg Wiener Straße 44,0,1.727,0,2100,at,Niederösterreich,Korneuburg,Korneuburg,Wiener Strasse 44,3.11.2022,10:9:0,16.33873,48.33832
JET TANKSTELLE,0,1.708,2.008,5600,at,Salzburg,St. Johann,ST JOHANN IM PONGAU,BUNDESSTRASSE 18,3.11.2022,10:9:31,13.194386,47.350359
avanti - Weißenbach am Lech 46,0,1.804,2.034,6671,at,Tirol,Reutte,Weissenbach am Lech, 46,3.11.2022,10:9:48,10.64229,47.44138
OMV - Wien Gunoldstraße 7 / Muthgasse 1,0,1.794,2.094,1190,at,Wien,Döbling,Wien,Gunoldstrasse 7 / Muthgasse 1 ,3.11.2022,10:9:59,16.36578,48.24531
JET TANKSTELLE,0,1.708,2.008,5600,at,Salzburg,St. Johann,ST JOHANN IM PONGAU,BUNDESSTRASSE 13,3.11.2022,10:9:31,13.191715,47.343479
JET TANKSTELLE,0,1.693,0,8582,at,Steiermark,Voitsberg,ROSENTAL,BAHNHOFSTRASSE 2,3.11.2022,10:9:39,15.125588,47.053103
avanti - Vösendorf Schönbrunner Allee 20,0,1.683,1.983,2331,at,Niederösterreich,Mödling,Voesendorf,Schoenbrunner Allee 20,3.11.2022,10:9:5,16.32632,48.13078
OMV - Wien Gablenzgasse 109,0,1.729,2.019,1150,at,Wien,Rudolfsheim,Wien,Gablenzgasse 109,3.11.2022,10:9:58,16.31374,48.20685
JET TANKSTELLE,0,1.596,0,3430,at,Niederösterreich,Tulln,TULLN,Brückenstraße 10,3.11.2022,10:9:8,16.058304,48.328077
JET TANKSTELLE,0,0,1.992,4780,at,Oberösterreich,Schärding,SCHÄRDING,LINZERSTRASSE 58,3.11.2022,10:9:25,13.436477,48.450421
JET TANKSTELLE,0,1.708,0,6330,at,Tirol,Kufstein,KUFSTEIN,SALURNERSTRASSE 40,3.11.2022,10:9:45,12.157785,47.574902
JET TANKSTELLE,0,1.708,0,6330,at,Tirol,Kufstein,KUFSTEIN,SALURNERSTRASSE 61,3.11.2022,10:9:45,12.157852,47.574301
JET TANKSTELLE,0,1.789,0,6176,at,Tirol,Innsbruck Land,VÖLS,Cytastraße 6,3.11.2022,10:9:43,11.324463,47.257413
JET TANKSTELLE,0,1.799,0,6212,at,Tirol,Schwaz,MAURACH,ACHENSEESTR. 3,3.11.2022,10:9:49,11.751809,47.423516
JET TANKSTELLE,0,1.798,2.044,6130,at,Tirol,Schwaz,SCHWAZ,MÜNCHER STRASSE 54,3.11.2022,10:9:49,11.708531,47.353777
JET TANKSTELLE,0,1.809,2.039,6600,at,Tirol,Reutte,REUTTE,INNSBRUCKER STRASSE 6,3.11.2022,10:9:48,10.723688,47.482517
JET TANKSTELLE,0,1.739,0,2232,at,Niederösterreich,Gänserndorf,DEUTSCH WAGRAM,EDUARD SCHARSCHON STRASSE 1,3.11.2022,10:8:56,16.577537,48.302872
JET TANKSTELLE,0,1.729,0,2100,at,Niederösterreich,Korneuburg,KORNEUBURG,STOCKERAUERSTRASSE 108,3.11.2022,10:9:0,16.31497,48.358127
JET TANKSTELLE,0,1.596,0,3442,at,Niederösterreich,Tulln,LANGENROHR,ÜBERLÄNDSTRASSE 2,3.11.2022,10:9:8,16.02148,48.318436
Turmöl Quick,0,1.749,2.028,5400,at,Salzburg,Hallein,Hallein,Salzachtalstraße 16,3.11.2022,10:9:29,13.1004595,47.6822599
Treibstoffparadies,0,0,2.034,2232,at,Niederösterreich,Gänserndorf,Aderklaa,Wienerstrasse 12,3.11.2022,10:8:56,16.529877,48.284271
JET TANKSTELLE,0,1.739,0,2301,at,Niederösterreich,Gänserndorf,GROSS ENZERSDORF,WIENERSTRASSE 26,3.11.2022,10:8:56,16.544337,48.207425
Turmöl Quick,0,1.712,2.023,4600,at,Oberösterreich,Wels,Wels,Grieskirchnerstraße 118,3.11.2022,10:9:14,14.0187608,48.1807644
ENI,0,1.729,0,5144,at,Oberösterreich,Braunau,Handenberg,Sandtal 28,3.11.2022,10:9:15,13.014979,48.141335
AVIA XPress (unser Service: Luft und Wasser),0,1.684,1.987,3340,at,Niederösterreich,Scheibbs,Waidhofen/Ybbs,Ybbsitzer Straße 79,3.11.2022,10:8:53,14.8073965,47.9430098
BP,0,1.749,0,4113,at,Oberösterreich,Rohrbach,St. Martin Im Muehlkreis,Adsdorf 13 ,3.11.2022,10:9:25,14.0432299,48.4338571
Genol Lagerhaus Innviertel-Traunviertel-Urfahr eGen.,0,0,2.029,5142,at,Oberösterreich,Braunau,Gundertshausen,Gundertshausen 79,3.11.2022,10:9:15,12.9917241,48.089198
Turmöl Quick,0,1.704,0,4092,at,Oberösterreich,Schärding,Esternberg,Hauptstraße 86,3.11.2022,10:9:26,13.5834969,48.542477
Landforst Scheifling,0,1.759,2.039,8811,at,Steiermark,Murau,Scheifling,Murauerstrasse 7,3.11.2022,10:9:38,14.409831,47.153053
Genol,0,1.749,0,3293,at,Niederösterreich,Scheibbs,Lunz,Gewerbestraße 1,3.11.2022,10:9:7,15.038582,47.864063
Turmöl Quick,0,1.734,0,7400,at,Burgenland,Oberwart,Oberwart,Wienerstraße 52,3.11.2022,10:8:43,16.20678,47.292944
Turmöl Quick,0,1.693,1.994,9100,at,Kärnten,Völkermarkt,Völkermarkt,Umfahrungs Straße 23,3.11.2022,10:8:50,14.6289117,46.6632319
eni Hochhauser,0,1.769,2.049,3340,at,Niederösterreich,Scheibbs,Waidhofen an der Ybbs,Wienerstraße 45a,3.11.2022,10:8:53,14.7634458,47.9703474
BP Tankstelle Brandner KG,0,1.799,0,9631,at,Kärnten,Hermagor,Jenig,Tröpolach 177,3.11.2022,10:8:45,13.2542347,46.6273845
SHELL,0,1.744,0,9545,at,Kärnten,Spittal,RADENTHEIN,MILLSTÄTTERSTRASSE 40,3.11.2022,10:8:48,13.6876552,46.7993832
avanti - Dornbirn Lustenauer Straße 24,0,1.754,2.044,6850,at,Vorarlberg,Dornbirn,Dornbirn,Lustenauer Strasse 24,3.11.2022,10:9:51,9.73476,47.40698
ESW Dieselkraftstoff,0,0,2.016,6973,at,Vorarlberg,Bregenz,Höchst,Hauptstraße 38,3.11.2022,10:9:50,9.644945,47.459666
Genol-Lagerhaustankstelle - Oberpullendorf,0,1.64,1.94,7350,at,Burgenland,Oberpullendorf,OBERPULLENDORF,Eisenstädter Strasse 24,3.11.2022,10:8:42,16.5123905,47.4991041
GENOL-Lagerhaustankstelle - Horitschon,0,1.64,1.94,7312,at,Burgenland,Oberpullendorf,HORITSCHON,Hauptstrasse 99,3.11.2022,10:8:42,16.539313,47.591404
GENOL-Lagerhaustankstelle - Stöttera,0,1.64,1.94,7023,at,Burgenland,Mattersburg,STÖTTERA,Hauptstrasse 76,3.11.2022,10:8:40,16.463945,47.769764
GENOL-Lagerhaustankstelle - Baumgarten,0,1.64,1.94,7021,at,Burgenland,Mattersburg,BAUMGARTEN,Wr. Neustädterstrasse 16,3.11.2022,10:8:40,16.4972385,47.7397191
GENOL-Lagerhaustankstelle - Drassmarkt,0,1.65,1.95,7372,at,Burgenland,Oberpullendorf,DRASSMARKT,Herrschaftsgarten,3.11.2022,10:8:42,16.619671,47.508672
GENOL-Lagerhaustankstelle - Wiesen,0,1.64,1.94,7203,at,Burgenland,Mattersburg,WIESEN,Sauerbrunnerstrasse 17,3.11.2022,10:8:40,16.337871,47.7407549
avanti - Knittelfeld Kärntner Straße 75,0,1.753,0,8720,at,Steiermark,Knittelfeld,Knittelfeld,Kaerntner Strasse 75,3.11.2022,10:9:40,14.80875,47.21001
"PINK - so pink, so clever",0,1.714,2.018,4020,at,Oberösterreich,Linz Land,Linz,Pummererstraße 22,3.11.2022,10:9:12,14.3245113,48.3070145
eni,0,1.699,0,3493,at,Niederösterreich,Krems Land,Hadersdorf a. Kamp,Wienerstrasse 27,3.11.2022,10:9:1,15.725307,48.459348
JET TANKSTELLE,0,1.698,1.998,4072,at,Oberösterreich,Eferding,ALKOVEN,GEWERBESTRASSE 19,3.11.2022,10:9:17,14.130639,48.28957
Shell Tankstelle,0,1.708,0,4723,at,Oberösterreich,Grieskirchen,Natternbach,Hauserstrasse 10,3.11.2022,10:9:20,13.749498,48.394626
GENOL-LH EFERDING-OÖ. MITTE eGen,0,1.699,1.999,4730,at,Oberösterreich,Grieskirchen,WAIZENKIRCHEN,KINZLSTRASSE 22,3.11.2022,10:9:20,13.855294,48.331604
OMV - Waidhofen an der Ybbs Wiener Straße 2a,0,1.769,2.049,3340,at,Niederösterreich,Scheibbs,Waidhofen an der Ybbs,Wiener Strasse 2a,3.11.2022,10:8:53,14.76931,47.96667
Turmöl Quick,0,1.764,2.044,3950,at,Niederösterreich,Gmünd,Gmünd,Eichberg 121,3.11.2022,10:8:58,14.917971,48.73747
eni,0,1.699,1.999,3620,at,Niederösterreich,Krems Land,Spitz,Wachauer Bundesstrasse,3.11.2022,10:9:1,15.416793,48.362533
Shell Austria,0,1.759,0,2013,at,Niederösterreich,Hollabrunn,GOELLERSDORF,TULLNERSTRASSE 486,3.11.2022,10:8:59,16.109405,48.492429
BP,0,1.719,0,1120,at,Wien,Meidling,Wien,Breitenfurterstr. 112,3.11.2022,10:9:56,16.309543,48.160527
Lagerhaus Genol,0,0,1.998,4724,at,Oberösterreich,Grieskirchen,Neukirchen/Walde,Hasledt 38,3.11.2022,10:9:19,13.7808293,48.4063695
LMEnergy Express,0,1.744,0,5724,at,Salzburg,Zell am See,Stuhlfelden,Mittersillerstraße 198,3.11.2022,10:9:32,12.526809,47.286688
Turmöl Quick,0,0,2.021,8792,at,Steiermark,Leoben,St. Peter-Freienstein,Gewerbepark 2a,3.11.2022,10:9:36,15.037011,47.395417
M3 St.Kathrein,0,1.729,0,8171,at,Steiermark,Weiz,St. Kathrein,Offenegg 13,3.11.2022,10:9:40,15.562736,47.309666
 AVIA Xpress (Automaten-Tankstelle),0,1.688,1.986,9560,at,Kärnten,Feldkirchen,Feldkirchen in Kärnten,10.-Oktober-Straße 29,3.11.2022,10:8:51,14.098879,46.722217
Turmöl Quick,0,0,1.989,3224,at,Niederösterreich,Lilienfeld,Mitterbach,Hauptstraße 25,3.11.2022,10:9:2,15.295843,47.816267
Welog - Landespartner des Burgenlands,0,1.729,1.999,7535,at,Burgenland,Güssing,St. Michael im Burgenland,Obere Hauptstraße 230,3.11.2022,10:8:39,16.272085,47.136327
DISKONT TANKSTELLE WIEN 22,0,1.727,2.017,1220,at,Wien,Donaustadt,Wien,Erzherzog-Karl-Straße 12,3.11.2022,10:10:1,16.432431,48.238192
Turmöl Quick,0,1.723,2.009,2512,at,Niederösterreich,Baden,Oeynhausen,Triester Straße 108,3.11.2022,10:8:54,16.288224,47.982031
Turmöl Quick,0,1.682,1.979,1230,at,Wien,Liesing,Wien,Breitenfurterstraße 473,3.11.2022,10:10:2,16.257546,48.137832
Tankstelle Wiesmahr,0,1.742,2.032,2284,at,Niederösterreich,Gänserndorf,Untersiebenbrunn,Schönfelderstraße 31,3.11.2022,10:8:56,16.752631699999938,48.2540687
OIL! Tankstelle,0,0,2.018,2000,at,Niederösterreich,Korneuburg,Stockerau,Wiener Strasse 28-30,3.11.2022,10:9:0,16.2325,48.3859
JET TANKSTELLE,0,1.698,1.999,9100,at,Kärnten,Völkermarkt,VÖLKERMARKT,UMFAHRUNGSSTRASSE 7,3.11.2022,10:8:50,14.621814,46.663089
Turmöl Quick,0,1.714,2.013,3390,at,Niederösterreich,Melk,Melk,Wienerstraße 70,3.11.2022,10:9:3,15.343652,48.227025
 Grosch,0,1.596,0,3433,at,Niederösterreich,Tulln,Königstetten,Wiener Straße 67,3.11.2022,10:9:8,16.153094799999963,48.3040595
avanti - Wien Jedletzbergerstraße 7,0,1.694,1.994,1110,at,Wien,Simmering,Wien,Jedletzbergerstrasse 7,3.11.2022,10:9:55,16.45797,48.17054
Turmöl Quick,0,1.659,1.979,1100,at,Wien,Favoriten,Wien,Hardtmuthgasse 51,3.11.2022,10:9:54,16.370448,48.170174
JET TANKSTELLE,0,1.722,2.021,1210,at,Wien,Floridsdorf,WIEN,PRAGERSTRASSE 138,3.11.2022,10:10:1,16.388013,48.278186
F. LEITNER - Brückl,0,1.704,2.004,9371,at,Kärnten,St. Veit,Brückl,Klagenfurter Straße 5 ,3.11.2022,10:8:47,14.531420251115152,46.74684384521478
Turmöl,0,1.667,1.979,1150,at,Wien,Rudolfsheim,Wien,Hollergasse 7,3.11.2022,10:9:58,16.324959,48.185346
BayWa Tankstelle,0,1.753,2.048,6923,at,Vorarlberg,Bregenz,Lauterach,Scheibenstraße 2,3.11.2022,10:9:50,9.72747,47.46296
IQ Tankautomat Steyr,0,1.709,2.004,4400,at,Oberösterreich,Steyr Land,Steyr,Haager Straße 44b,3.11.2022,10:9:13,14.449924,48.056054
Turmöl Quick,0,1.702,2.034,8931,at,Steiermark,Liezen,Großreifling,Großreifling 85,3.11.2022,10:9:37,14.716091,47.665699
Lagerhaus Tankstelle Matrei,0,1.738,2.018,9971,at,Tirol,Lienz,Matrei in Osttirol,Seblas 17,3.11.2022,10:9:47,12.549961697284306,46.981732797028485
SHELL,0,1.729,1.999,7535,at,Burgenland,Güssing,St. Michael,Güssinger Str. 384,3.11.2022,10:8:39,16.274524,47.119516
"AVIA XPress (SB-Carwash, SB-Sauger, Wasser gratis) ",0,0,1.984,2384,at,Niederösterreich,Mödling,Breitenfurt,Hauptstraße 74,3.11.2022,10:9:4,16.194080999999983,48.1356658
Turmöl Tankstelle,0,1.749,1.999,7537,at,Burgenland,Güssing,Neuberg,Obere Hauptstraße 174,3.11.2022,10:8:40,16.248481,47.184775
Plöckinger KG,0,0,1.999,4083,at,Oberösterreich,Eferding,Haibach ob der Donau,"Staufstraße, 3",3.11.2022,10:9:16,13.91798805936413,48.40810469142028
Turmöl Quick,0,1.764,2.044,3970,at,Niederösterreich,Gmünd,Weitra,Gmündner Straße 198,3.11.2022,10:8:58,14.898026,48.703029
Genol,0,0,2.019,2000,at,Niederösterreich,Korneuburg,Stockerau,Wienerstrasse 73,3.11.2022,10:9:0,16.239068555388215,48.38724846216198
INN-TANK,0,0,1.996,6336,at,Tirol,Kufstein,Langkampfen,Kirchbichlerstr. 21,3.11.2022,10:9:45,12.093432,47.535122
Turmöl Quick,0,1.734,0,7512,at,Burgenland,Oberwart,Kohfidisch,Obere Hauptstraße 25,3.11.2022,10:8:43,16.353044,47.177476
AVIA XPress ,0,1.698,1.998,3621,at,Niederösterreich,Krems Land,Mitterarnsdorf,69,3.11.2022,10:9:1,15.431873,48.364278
GG Tankstelle Langenrohr,0,1.595,1.945,3442,at,Niederösterreich,Tulln,Langenrohr,Tullner Straße 6 ,3.11.2022,10:9:8,16.014680121853992,48.31138203436592
Turmöl Quick,0,1.669,1.979,3002,at,Niederösterreich,Wien Umgebung,Purkersdorf,Wiener Straße 30,3.11.2022,10:9:7,16.1824,48.20595
Genol Lagerhaus Innviertel-Traunviertel-Urfahr eGen.,0,1.739,0,5211,at,Oberösterreich,Braunau,Friedburg,Salzburgerstr. 5,3.11.2022,10:9:15,13.24637,48.01718
Rumpold,0,1.732,2.034,8940,at,Steiermark,Liezen,Weissenbach,Hauptstraße 213,3.11.2022,10:9:37,14.210508,47.569864
Direct,0,1.724,1.972,7000,at,Burgenland,Eisenstadt,Eisenstadt,Mattersburger Straße 5,3.11.2022,10:8:39,16.52446,47.8359
Turmöl Quick,0,1.737,2.017,9500,at,Kärnten,Villach,Villach,St. Martiner Straße 124,3.11.2022,10:8:45,13.82178,46.62518
Strohmeier Tankstelle,0,1.719,2.009,1050,at,Wien,Margareten,Wien,Am Hundsturm 2-4,3.11.2022,10:9:54,16.347106271499914,48.187704117099116
Turmöl Quick,0,1.682,1.979,1120,at,Wien,Meidling,Wien,Altmannsdorfer Straße 96,3.11.2022,10:9:56,16.31747,48.1618
Turmöl Quick,0,1.692,1.992,9400,at,Kärnten,Wolfsberg,Wolfsberg,Grazer Straße 1,3.11.2022,10:8:50,14.84356,46.84595
Turmöl Quick,0,1.698,1.998,4722,at,Oberösterreich,Grieskirchen,Peuerbach,Bahnhofstraße 27,3.11.2022,10:9:20,13.77165,48.33844
Turmöl Quick,0,1.738,2.018,9990,at,Tirol,Lienz,Lienz,Drautal Bundesstraße 4,3.11.2022,10:9:47,12.80849,46.82868
Turmöl Quick,0,1.739,2.019,5741,at,Salzburg,Zell am See,Neukirchen am Großvenediger,Gerloser Bundesstraße 262,3.11.2022,10:9:32,12.27856,47.25181
Turmöl Quick,0,1.684,1.988,4150,at,Oberösterreich,Rohrbach,Rohrbach,Bahnhofstraße 26,3.11.2022,10:9:24,13.99039,48.57763
Turmöl Quick,0,1.694,1.994,2421,at,Burgenland,Neusiedl am See,Kittsee,Eisenstädter Straße 3,3.11.2022,10:8:41,17.05908,48.0927
Avia Xpress Kefermarkt,0,0,2.023,4292,at,Oberösterreich,Freistadt,Kefermarkt,Im Tal 2,3.11.2022,10:9:17,14.536066968607242,48.440260165675596
Turmöl Quick,0,1.729,1.989,7503,at,Burgenland,Oberwart,Großpetersdorf,Schlaininger Straße 1,3.11.2022,10:8:43,16.31264,47.24247
JET TANKSTELLE,0,1.687,1.988,9560,at,Kärnten,Feldkirchen,FELDKIRCHEN,ERMELINDE-KOCH-STRASSE 2,3.11.2022,10:8:51,14.09377,46.73206
Turmöl Quick,0,1.673,1.994,4810,at,Oberösterreich,Gmunden,Gmunden,Dr. Franz-Thomas-Straße 22a,3.11.2022,10:9:19,13.78402,47.90907
Diskont Tankstelle,0,1.682,1.979,1230,at,Wien,Liesing,Wien,Wien Breitenfurter Strasse 261 (Hofer-Parkplatz),3.11.2022,10:10:2,16.3016662,48.1506803
Diskont Tankstelle,0,1.779,1.999,6020,at,Tirol,Innsbruck,Innsbruck,Hallerstraße 93 (Hofer Parkplatz),3.11.2022,10:9:41,11.420114,47.278697
Turmöl,0,1.699,1.989,4048,at,Oberösterreich,Urfahr Umgebung,Puchenau,Weitenfeld 5,3.11.2022,10:9:26,14.228745,48.312024
Diskont Tankstelle,0,1.749,2.028,5431,at,Salzburg,Hallein,Kuchl,Garnei 208 (Hofer-Parkplatz),3.11.2022,10:9:29,13.137367,47.638523
Diskont Tankstelle,0,1.734,1.994,5081,at,Salzburg,Salzburg Umgebung,Anif,Alpenstrasse 102 (Hofer-Parkplatz),3.11.2022,10:9:30,13.0508116,47.7382713
Turmöl,0,1.704,0,4511,at,Oberösterreich,Linz Land,Allhaming,Sipbach 10,3.11.2022,10:9:22,14.1789738,48.150116
Turmöl,0,1.734,2.016,2020,at,Niederösterreich,Hollabrunn,Hollabrunn,Wienerstraße 95,3.11.2022,10:8:58,16.0792562,48.5508163
Turmöl,0,1.683,0,2345,at,Niederösterreich,Mödling,Brunn am Gebirge,Brunnerstraße B12 A,3.11.2022,10:9:5,16.300925,48.115053
Turmöl,0,1.683,0,2345,at,Niederösterreich,Mödling,Brunn am Gebirge,Enzersdorferstraße 7,3.11.2022,10:9:5,16.2851748,48.1035147
Turmöl,0,1.728,0,4564,at,Oberösterreich,Kirchdorf,Klaus ,Klaus 147,3.11.2022,10:9:21,14.158698,47.83948
Diskont Tankstelle,0,1.694,1.994,2410,at,Niederösterreich,Bruck/Leitha,Hainburg,Landstraße 118 (Hofer-Parkplatz),3.11.2022,10:8:55,16.921506,48.140461
Turmöl,0,0,2.022,1210,at,Wien,Floridsdorf,Wien,Pragerstraße 155,3.11.2022,10:10:1,16.388104,48.276582
Turmöl,0,1.699,0,4785,at,Oberösterreich,Schärding,Achleiten,Hinding 23a,3.11.2022,10:9:26,13.503549,48.5810432
Turmöl Quick,0,1.688,1.989,9551,at,Kärnten,Feldkirchen,Bodensdorf,Bundesstraße 65,3.11.2022,10:8:51,13.96843,46.67948
Turmöl,0,1.717,2.018,9300,at,Kärnten,St. Veit,St. Veit,Völkermarkterstraße 55,3.11.2022,10:8:47,14.37709,46.76631
Turmöl,0,1.744,2.024,5730,at,Salzburg,Zell am See,Mittersill,Zellerstraße 30,3.11.2022,10:9:32,12.4929033,47.28510139
Turmöl Quick,0,1.749,1.997,3345,at,Niederösterreich,Scheibbs,Göstling an der Ybbs,Stixenlehen 100,3.11.2022,10:9:8,14.93721,47.80756
Direct,0,1.739,1.998,3180,at,Niederösterreich,Lilienfeld,Lilienfeld,Liese Prokop-Straße 2,3.11.2022,10:9:2,15.5965,48.01419
Turmstrom,0,1.759,2.039,8820,at,Steiermark,Murau,Neumarkt,Wienerstraße 19,3.11.2022,10:9:38,14.42462,47.07918
Turmöl Quick,0,1.754,0,8755,at,Steiermark,Judenburg,St. Peter ob Judenburg,Furth 24,3.11.2022,10:9:41,14.59632,47.18404
Turmöl,0,1.714,2.014,1100,at,Wien,Favoriten,Wien,Grenzackerstraße 2-4,3.11.2022,10:9:55,16.379636,48.162894
Turmöl,0,0,2.049,3902,at,Niederösterreich,Waidhofen/Thaya,Vitis,Horner Straße 25,3.11.2022,10:9:9,15.0780523,48.7920686
Turmöl,0,1.726,2.019,4400,at,Oberösterreich,Steyr Land,Steyr,Pachergasse 14,3.11.2022,10:9:13,14.4286182,48.0414124
Turmöl,0,0,2.034,5020,at,Salzburg,Salzburg Umgebung,Salzburg,Linzer Bundesstraße 5,3.11.2022,10:9:28,13.06355,47.80945
Turmöl,0,1.689,1.999,9112,at,Kärnten,Völkermarkt,Griffen,Gewerbestraße 8,3.11.2022,10:8:49,14.7369342,46.6958255
Turmöl Quick,0,1.719,0,5340,at,Salzburg,Salzburg Umgebung,St. Gilgen,Konrad Lesiak Platz 6,3.11.2022,10:9:30,13.36409,47.76441
Strohmeier Tankstelle,0,1.669,1.989,1050,at,Wien,Margareten,Wien,Am Hundsturm 2-4,3.11.2022,10:9:54,16.34712,48.187799
Turmöl,0,0,2.034,9800,at,Kärnten,Spittal,Spittal an der Drau,Villacherstraße 138,3.11.2022,10:8:48,13.5224002,46.786317
Diskont Tankstelle,0,1.724,2.024,2130,at,Niederösterreich,Mistelbach,Mistelbach,Ernstbrunnerstraße 2 (Hofer Parkplatz),3.11.2022,10:9:4,16.5597662,48.5609853
Diskont Tankstelle,0,1.589,1.939,3430,at,Niederösterreich,Tulln,Tulln,Königstetter Strasse 148 (Hofer-Parkplatz),3.11.2022,10:9:8,16.0829742,48.3193484
AP-Trading GmbH,0,0,1.999,5081,at,Salzburg,Salzburg Umgebung,Anif,Alpenstrasse 35,3.11.2022,10:9:29,13.068242104399618,47.74816537790275
Diskont Tankstelle,0,1.724,0,2100,at,Niederösterreich,Korneuburg,Leobendorf,Hammerschmiedstrasse 1 (Hofer-Parkplatz),3.11.2022,10:9:0,16.3114818,48.359636
Diskont Tankstelle,0,1.754,2.044,6845,at,Vorarlberg,Dornbirn,Hohenems,Barnabas-Fink-Strasse 1 (Hofer-Parkplatz),3.11.2022,10:9:51,9.670367,47.366974
Diskont Tankstelle ,0,1.659,1.984,4844,at,Oberösterreich,Vöcklabruck,Regau,Schörflinger Strasse 20 (Am Hofer Parkplatz),3.11.2022,10:9:27,13.698792,47.981721
Diskont Tankstelle,0,1.728,2.01,2020,at,Niederösterreich,Hollabrunn,Hollabrunn,Gschmeidlerstraße 16 (Hofer Parkplatz),3.11.2022,10:8:58,16.074007,48.565106
eni,0,1.769,2.069,9640,at,Kärnten,Hermagor,Kötschach,Mauthen 189,3.11.2022,10:8:45,12.998308,46.665507
eni,0,1.789,2.079,9615,at,Kärnten,Hermagor,Förolach,Förolach 46,3.11.2022,10:8:45,13.475166,46.628684
eni24,0,0,2.031,9800,at,Kärnten,Spittal,Spittal/Drau,Villacherstrasse 44,3.11.2022,10:8:47,13.5083,46.7919
eni,0,1.699,1.999,4072,at,Oberösterreich,Eferding,Alkoven,Linzer Strasse 15,3.11.2022,10:9:17,14.11781,48.28863
eni24,0,1.859,2.159,5570,at,Salzburg,Tamsweg,Mauterndorf,Katschberg Bundesstrasse,3.11.2022,10:9:31,13.684,47.1295
eni,0,0,1.999,6511,at,Tirol,Landeck,Zams,Hauptstrasse 96,3.11.2022,10:9:46,10.58935314,47.1573815
eni24,0,1.694,1.979,1150,at,Wien,Rudolfsheim,Wien,Felberstraße vis a vis 102,3.11.2022,10:9:58,16.321006,48.193432
eni,0,1.729,2.019,1160,at,Wien,Ottakring,Wien,Huttengasse 73-75,3.11.2022,10:9:59,16.31069,48.21114
eni,0,1.759,2.059,1200,at,Wien,Brigittenau,Wien,Jägerstrasse 60,3.11.2022,10:10:0,16.37054,48.235
eni,0,1.749,0,5020,at,Salzburg,Salzburg Umgebung,Salzburg,Alpenstrasse 60,3.11.2022,10:9:28,13.066648,47.78366
eni,0,1.789,1.999,6020,at,Tirol,Innsbruck,Innsbruck,Rennweg 20,3.11.2022,10:9:42,11.400716,47.277037
eni,0,1.699,1.999,9400,at,Kärnten,Wolfsberg,Wolfsberg,Klagenfurter Strasse 40,3.11.2022,10:8:50,14.835443,46.819419
